EQPT_REAL_ID,ALARM_ID,ALARM_LVL,ALARM_DESC,ALARM_STATION,SOLUTION
"STK01","0114","2","ARM1 縮回端異常-X344","ASEF3-K11-8F-3450-WIP",
"STK01","0115","2","ARM1 伸出端異常-X345","ASEF3-K11-8F-3450-WIP",
"STK01","0116","2","ARM1 夾取夾緊端異常-X346","ASEF3-K11-8F-3450-WIP",
"STK01","0117","2","ARM1 夾取放鬆端異常-X347","ASEF3-K11-8F-3450-WIP",
"STK01","0118","2","ARM2 在荷檢異常-X348","ASEF3-K11-8F-3450-WIP",
"STK01","0119","2","ARM2 二重檢異常-X349","ASEF3-K11-8F-3450-WIP",
"STK01","0120","2","ARM2 產品突出檢大MG異常-X34A","ASEF3-K11-8F-3450-WIP",
"STK01","0121","2","ARM2 產品突出檢小MG異常-X34B","ASEF3-K11-8F-3450-WIP",
"STK01","0122","2","ARM2 縮回端異常-X34C","ASEF3-K11-8F-3450-WIP",
"STK01","0123","2","ARM2 伸出端異常-X34D","ASEF3-K11-8F-3450-WIP",
"STK01","0124","2","ARM2 夾取夾緊端異常-X34E","ASEF3-K11-8F-3450-WIP",
"STK01","0125","2","ARM2 夾取放鬆端異常-X34F","ASEF3-K11-8F-3450-WIP",
"STK01","0126","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0127","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0128","2","ARM1 防撞檢偵測-X338","ASEF3-K11-8F-3450-WIP",
"STK01","0129","2","ARM2 防撞檢偵測-X339","ASEF3-K11-8F-3450-WIP",
"STK01","0130","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0131","2","INV-1 傳送異常-出料#01","ASEF3-K11-8F-3450-WIP",
"STK01","0132","2","INV-2 傳送異常-並批CV#02","ASEF3-K11-8F-3450-WIP",
"STK01","0133","2","INV-3 傳送異常-並批CV#01","ASEF3-K11-8F-3450-WIP",
"STK01","0134","2","INV-4 傳送異常-入料#01","ASEF3-K11-8F-3450-WIP",
"STK01","0135","2","INV-5 傳送異常-","ASEF3-K11-8F-3450-WIP",
"STK01","0136","2","INV-6 傳送異常-","ASEF3-K11-8F-3450-WIP",
"STK01","0137","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0138","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0139","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0140","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0141","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0142","2","出料#01_入料1升降上升異常-X36A","ASEF3-K11-8F-3450-WIP",
"STK01","0143","2","出料#01_入料1升降下降異常-X36B","ASEF3-K11-8F-3450-WIP",
"STK01","0144","2","出料#01_入料2升降上升異常-X36C","ASEF3-K11-8F-3450-WIP",
"STK01","0145","2","出料#01_入料2升降下降異常-X36D","ASEF3-K11-8F-3450-WIP",
"STK01","0146","2","出料#01_取料站升降上升異常-X36E","ASEF3-K11-8F-3450-WIP",
"STK01","0147","2","出料#01_取料站升降下降異常-X36F","ASEF3-K11-8F-3450-WIP",
"STK01","0148","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0149","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0150","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0151","2","並批_來源站升降_上升端異常-X400","ASEF3-K11-8F-3450-WIP",
"STK01","0152","2","並批_來源站升降_下降端異常-X401","ASEF3-K11-8F-3450-WIP",
"STK01","0153","2","並批_來源站旋轉_取置端異常-X402","ASEF3-K11-8F-3450-WIP",
"STK01","0154","2","並批_來源站旋轉_CV端異常-X403","ASEF3-K11-8F-3450-WIP",
"STK01","0155","2","並批_來源站在荷檢異常-X404","ASEF3-K11-8F-3450-WIP",
"STK01","0156","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0157","2","並批棒前進端異常-X406","ASEF3-K11-8F-3450-WIP",
"STK01","0158","2","並批棒後退端異常-X407","ASEF3-K11-8F-3450-WIP",
"STK01","0159","2","並批_目的站升降_上升端異常-X408","ASEF3-K11-8F-3450-WIP",
"STK01","0160","2","並批_目的站升降_下降端異常-X409","ASEF3-K11-8F-3450-WIP",
"STK01","0161","2","並批_目的站旋轉_取置端異常-X40A","ASEF3-K11-8F-3450-WIP",
"STK01","0162","2","並批_目的站旋轉_CV端異常-X40B","ASEF3-K11-8F-3450-WIP",
"STK01","0163","2","並批_目的站在荷檢異常-X40C","ASEF3-K11-8F-3450-WIP",
"STK01","0164","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0165","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0166","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0167","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0168","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0169","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0170","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0171","2","並批CV#02  分離檢異常-X423","ASEF3-K11-8F-3450-WIP",
"STK01","0172","2","並批CV#02  分離在荷檢異常-X424","ASEF3-K11-8F-3450-WIP",
"STK01","0173","2","並批CV#02  分離氣缸上升端異常-X4","ASEF3-K11-8F-3450-WIP",
"STK01","0174","2","並批CV#02 分離氣缸下降端異常-X42","ASEF3-K11-8F-3450-WIP",
"STK01","0175","2","並批CV#02 有無檢異常-X42F","ASEF3-K11-8F-3450-WIP",
"STK01","0176","2","並批CV#02 出料站升降_上升端(STK)","ASEF3-K11-8F-3450-WIP",
"STK01","0177","2","並批CV#02 出料站升降_下降端(STK)","ASEF3-K11-8F-3450-WIP",
"STK01","0178","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0179","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0180","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0181","2","入料#01 分離檢異常-X442","ASEF3-K11-8F-3450-WIP",
"STK01","0182","2","入料#01  分離在荷檢異常-X443","ASEF3-K11-8F-3450-WIP",
"STK01","0183","2","入料#01 分離氣缸上升端異常-X448","ASEF3-K11-8F-3450-WIP",
"STK01","0184","2","入料#01分離氣缸下降端異常-X449","ASEF3-K11-8F-3450-WIP",
"STK01","0185","2","入料#01 取料站上升端(STK)異常","ASEF3-K11-8F-3450-WIP",
"STK01","0186","2","入料#01 取料站下降端(STK)異常","ASEF3-K11-8F-3450-WIP",
"STK01","0187","2","入料#01_取料站大小MG規正夾緊異常","ASEF3-K11-8F-3450-WIP",
"STK01","0188","2","入料#01_取料站大小MG規正放鬆異常","ASEF3-K11-8F-3450-WIP",
"STK01","0189","2","入料#01_取料站大MG支撐端異常","ASEF3-K11-8F-3450-WIP",
"STK01","0190","2","入料#01_取料站小MG支撐端異常","ASEF3-K11-8F-3450-WIP",
"STK01","0191","2","併批_來源站規正氣缸左右夾異常","ASEF3-K11-8F-3450-WIP",
"STK01","0192","2","併批_來源站規正氣缸左右放異常","ASEF3-K11-8F-3450-WIP",
"STK01","0193","2","併批_來源站規正氣缸1前後夾異常","ASEF3-K11-8F-3450-WIP",
"STK01","0194","2","併批_來源站規正氣缸1前後放異常","ASEF3-K11-8F-3450-WIP",
"STK01","0195","2","併批_來源站規正氣缸2前後夾異常","ASEF3-K11-8F-3450-WIP",
"STK01","0196","2","併批_來源站規正氣缸2前後放異常","ASEF3-K11-8F-3450-WIP",
"STK01","0197","2","併批_目的站規正氣缸左右夾異常","ASEF3-K11-8F-3450-WIP",
"STK01","0198","2","併批_目的站規正氣缸左右放異常","ASEF3-K11-8F-3450-WIP",
"STK01","0199","2","併批_目的站規正氣缸1前後夾異常","ASEF3-K11-8F-3450-WIP",
"STK01","0200","2","併批_目的站規正氣缸1前後放異常","ASEF3-K11-8F-3450-WIP",
"STK01","0201","2","併批_目的站規正氣缸2前後夾異常","ASEF3-K11-8F-3450-WIP",
"STK01","0202","2","併批_目的站規正氣缸2前後放異常","ASEF3-K11-8F-3450-WIP",
"STK01","0203","2","併批CV#02 規正氣缸1_前後夾異常","ASEF3-K11-8F-3450-WIP",
"STK01","0204","2","併批CV#02 規正氣缸1_前後放異常","ASEF3-K11-8F-3450-WIP",
"STK01","0205","2","併批CV#02 規正氣缸2_前後夾異常","ASEF3-K11-8F-3450-WIP",
"STK01","0206","2","併批CV#02 規正氣缸2_前後放異常","ASEF3-K11-8F-3450-WIP",
"STK01","0207","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0208","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0209","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0210","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0211","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0212","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0213","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0214","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0215","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0216","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0217","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0218","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0219","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0220","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0221","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0222","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0223","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0224","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0225","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0226","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0227","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0228","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0229","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0230","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0231","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0232","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0233","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0234","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0235","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0236","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0237","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0238","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0239","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0240","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0241","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0242","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0243","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0244","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0245","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0246","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0247","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0248","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0249","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0250","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0251","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0252","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0253","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0254","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0255","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0256","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0257","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0258","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0259","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0260","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0261","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0262","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0263","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0264","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0265","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0266","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0267","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0268","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0269","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0270","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0271","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0272","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0273","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0274","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0275","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0276","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0277","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0278","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0279","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0280","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0281","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0282","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0283","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0284","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0285","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0286","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0287","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0288","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0289","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0290","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0291","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0292","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0293","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0294","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0295","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0296","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0297","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0298","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0299","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0300","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0301","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0302","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0303","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0304","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0305","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0306","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0307","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0308","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0309","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0310","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0311","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0312","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0313","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0314","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0315","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0316","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0317","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0318","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0319","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0320","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0321","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0322","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0323","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0324","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0325","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0326","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0327","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0328","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0329","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0330","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0331","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0332","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0333","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0334","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0335","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0336","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0337","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0338","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0339","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0340","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0341","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0342","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0343","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0344","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0345","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0346","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0347","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0348","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0349","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0350","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0351","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0352","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0353","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0354","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0355","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0356","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0357","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0358","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0359","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0360","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0361","2","","ASEF3-K11-8F-3450-WIP",
